location,total_sqft,bath,balcony,price,bhk
Mysore Road,1003.0,2.0,1.0,43.0,2.0
Chickpet,1098.0,2.0,0.0,48.0,2.0
Whitefield,1495.0,2.0,0.0,67.0,3.0
Thanisandra,2172.0,3.0,2.0,76.02,3.0
Sarakki Nagar,2400.0,4.0,2.0,358.0,4.0
T G extension,1200.0,1.0,2.0,95.0,2.0
Whitefield,1548.0,3.0,1.0,65.0,3.0
Whitefield,2856.0,5.0,0.0,154.5,4.0
Hosur Road,1689.0,3.0,1.0,103.0,3.0
Electronic City Phase II,1031.0,2.0,1.0,53.0,2.0
Bhoganhalli,2119.0,4.0,2.0,111.0,4.0
Whitefield,1200.0,2.0,2.0,46.13,2.0
JCR Layout,1060.0,2.0,2.0,37.0,2.0
Devi Nagar,1100.0,2.0,1.0,61.0,2.0
Hennur Road,1250.0,2.0,1.0,77.88,3.0
8th Block Jayanagar,1100.0,2.0,2.0,110.0,2.0
Whitefield,1200.0,2.0,1.0,46.13,2.0
Seegehalli,1420.0,2.0,2.0,46.0,3.0
Electronic City,1500.0,2.0,1.0,78.0,3.0
OLd Gurappanapalya,1942.0,3.0,1.0,155.0,3.0
Haralur Road,1985.0,3.0,2.0,130.0,3.0
Sarjapur  Road,950.0,1.0,0.0,39.9,1.0
Green Glen Layout,1752.0,3.0,2.0,105.0,3.0
Abbigere,1200.0,3.0,2.0,120.0,4.0
Old Madras Road,1480.0,2.0,2.0,84.0,3.0
Sarjapur  Road,1826.0,3.0,2.0,130.0,3.0
8th Phase JP Nagar,1035.0,2.0,1.0,39.33,2.0
Sarjapur  Road,2600.0,4.0,0.0,98.0,4.0
Kasavanhalli,1667.0,3.0,2.0,92.0,3.0
Thanisandra,934.0,2.0,2.0,55.0,2.0
JP Nagar,909.87,3.0,1.0,69.34,3.0
Mahadevpura,1620.0,2.0,1.0,76.0,3.0
Electronic City,1070.0,2.0,1.0,47.0,2.0
Hosur Road,3600.0,5.0,3.0,180.0,5.0
Uttarahalli,1280.0,2.0,2.0,60.0,3.0
rr nagar,1400.0,2.0,2.0,60.0,2.0
"Varthur Road, ",1330.0,2.0,1.0,64.0,2.0
Balagere,1012.0,2.0,1.0,54.59,2.0
Electronic City Phase II,1611.0,2.0,2.0,48.33,3.0
Whitefield,1405.0,3.0,2.0,58.0,3.0
VGP Layout,1515.0,3.0,3.0,90.0,3.0
Kaggadasapura,1710.0,3.0,0.0,60.0,3.0
BTM Layout,935.0,2.0,1.0,51.5,2.0
Jakkur,2197.0,3.0,2.0,136.0,3.0
Yeshwanthpur,1678.0,3.0,0.0,92.13,3.0
Brookefield,1410.0,2.0,0.0,80.0,3.0
Jakkur,1125.0,2.0,2.0,65.0,2.0
Magadi Road,1191.0,2.0,1.0,55.38,3.0
Thubarahalli,1200.0,2.0,2.0,79.0,2.0
CV Raman Nagar,1525.0,2.0,3.0,67.0,3.0
KUDLU MAIN ROAD,1464.0,3.0,3.0,56.0,3.0
Seegehalli,920.0,2.0,1.0,27.0,2.0
Yelahanka,651.0,1.0,1.0,17.5,1.0
Chikkabanavar,600.0,1.0,2.0,25.0,2.0
Chandapura,645.0,1.0,1.0,16.45,1.0
Thanisandra,1185.0,2.0,2.0,44.0,2.0
Electronics City Phase 1,1190.0,2.0,1.0,68.0,2.0
Whitefield,2856.0,5.0,0.0,158.5,4.0
Whitefield,1355.0,2.0,3.0,73.0,2.0
KR Puram,1200.0,1.0,0.0,65.0,2.0
Yelahanka New Town,500.0,2.0,1.0,24.0,1.0
Bommasandra Industrial Area,1250.0,3.0,3.0,50.0,3.0
Uttarahalli,1480.0,2.0,1.0,58.0,3.0
Ambalipura,3300.0,4.0,2.0,329.0,4.0
KR Puram,1583.0,3.0,0.0,70.445,3.0
Green Woods Layout,1206.0,2.0,1.0,53.0,2.0
Rajaji Nagar,1357.0,2.0,1.0,130.0,2.0
Hosakerehalli,925.0,2.0,1.0,46.5,2.0
8th Phase JP Nagar,909.0,2.0,1.0,40.9,2.0
Seegehalli,3000.0,5.0,2.0,335.0,3.0
Brookefield,1100.0,2.0,1.0,55.0,2.0
Vidyaranyapura,1100.0,2.0,1.0,54.0,2.0
Subramanyapura,975.0,2.0,1.0,65.0,2.0
Raja Rajeshwari Nagar,1306.0,2.0,2.0,44.17,2.0
Kalena Agrahara,610.0,1.0,1.0,39.0,1.0
Yelahanka,1484.0,2.0,2.0,56.4,3.0
Ramamurthy Nagar,1125.0,2.0,1.0,47.0,2.0
Bhoganhalli,1447.0,2.0,1.0,75.97,2.0
Whitefield,2882.0,5.0,1.0,158.0,4.0
Kundalahalli,2075.0,3.0,1.0,115.0,3.0
Stage-4 Bommanahalli,1250.0,2.0,1.0,58.0,2.0
Horamavu Banaswadi,1272.0,2.0,2.0,51.5,2.0
Banashankari Stage II,1050.0,3.0,2.0,125.0,4.0
Venkateshpuram,625.0,2.0,1.0,24.0,2.0
1st Phase JP Nagar,840.0,2.0,2.0,50.0,1.0
Hennur Road,2502.0,4.0,2.0,180.0,4.0
Rayasandra,583.0,1.0,1.0,26.9,1.0
Gunjur Palya,900.0,2.0,1.0,27.0,2.0
Sarjapur  Road,1115.0,2.0,2.0,50.0,2.0
HOSUR MAIN ROAD,1464.0,2.0,2.0,56.0,2.0
Kanakapura,2200.0,3.0,1.0,121.0,3.0
Whitefield,750.0,1.0,1.0,51.0,1.0
Marathahalli,1600.0,3.0,3.0,58.0,3.0
Chikkalasandra,1365.0,2.0,2.0,49.0,3.0
"Judicial Layout, Kanakapura Road, ",1300.0,3.0,2.0,64.0,3.0
Kurubarahalli,1200.0,1.0,0.0,69.0,1.0
Hormavu,1260.0,2.0,2.0,35.0,2.0
Electronics City Phase 1,1190.0,2.0,2.0,33.92,2.0
Hosakerehalli,2480.0,4.0,1.0,260.0,3.0
Vishwapriya Layout,1250.0,3.0,2.0,38.0,3.0
Kaggadasapura,1500.0,3.0,0.0,75.0,3.0
Banashankari Stage V,1510.0,3.0,3.0,47.57,3.0
7th Phase JP Nagar,1187.0,2.0,1.0,59.0,2.0
Kundalahalli,1120.0,2.0,1.0,53.76,2.0
Whitefield,1115.0,2.0,0.0,34.555,2.0
Dodsworth Layout,1717.0,3.0,3.0,99.0,3.0
Mullur,2099.0,3.0,0.0,95.0,3.0
Kasturi Nagar,1100.0,2.0,2.0,58.0,2.0
Hegganahalli,1200.0,1.0,0.0,48.0,1.0
Bannerghatta Road,1465.0,2.0,1.0,45.87,3.0
Kothanur,1500.0,1.0,0.0,75.0,1.0
Haralur Road,1255.0,2.0,1.0,90.0,3.0
5th Phase JP Nagar,1220.0,2.0,3.0,88.0,2.0
Electronic City Phase II,1065.0,2.0,1.0,30.88,2.0
Sultan Palaya,1765.0,3.0,3.0,80.0,3.0
Bellandur,1281.0,2.0,2.0,87.0,2.0
Kaggadasapura,1215.0,2.0,3.0,43.0,2.0
Ananth Nagar,1200.0,3.0,1.0,87.0,4.0
Mysore Road,1237.0,2.0,2.0,73.0,2.0
Lakshminarayana Pura,1300.0,2.0,1.0,70.0,2.0
Whitefield,1105.0,2.0,2.0,39.99,2.0
Chandapura,1505.0,2.0,2.0,42.0,3.0
Hebbal Kempapura,3900.0,5.0,0.0,310.0,4.0
Banashankari,1186.0,2.0,3.0,65.0,2.0
Byrathi Village,900.0,3.0,1.0,51.0,4.0
Kengeri,750.0,2.0,1.0,35.5,2.0
Varthur,1083.0,2.0,2.0,28.0,2.0
Nagaraja Garden,1430.0,2.0,1.0,78.65,3.0
Thanisandra,1056.0,2.0,2.0,68.0,2.0
VGP Layout,2108.0,3.0,3.0,85.0,3.0
Banashankari,1650.0,3.0,2.0,101.0,3.0
Electronic City Phase II,1220.0,3.0,1.0,36.6,3.0
Rayasandra,1198.0,2.0,1.0,54.0,2.0
Ejipura,1190.0,2.0,1.0,70.0,2.0
"Judicial Layout, Kanakapura Road, ",900.0,2.0,1.0,41.0,2.0
J.P.nagar 6th Phase.Sarakki Nagar,2690.0,4.0,2.0,185.0,4.0
Kanakapura,1340.0,2.0,2.0,65.0,2.0
Giri Nagar,2400.0,6.0,1.0,400.0,6.0
Yelahanka,1260.0,2.0,2.0,59.2,2.0
Talaghattapura,2254.0,3.0,2.0,153.0,3.0
Old Madras Road,2990.0,5.0,1.0,210.0,3.0
JP Nagar,820.0,2.0,1.0,45.0,2.0
Electronic City,1296.0,2.0,2.0,65.0,2.0
Uttarahalli,1190.0,2.0,1.0,53.55,2.0
Whitefield,1173.0,2.0,1.0,77.0,2.0
Sarjapura - Attibele Road,1800.0,3.0,2.0,90.0,3.0
Yelahanka,1102.0,2.0,0.0,52.0,2.0
Sarjapur,913.0,2.0,1.0,36.0,2.0
Hormavu,1176.0,2.0,1.0,35.27,3.0
Prithvi Layout,1620.0,3.0,0.0,65.0,3.0
Billekahalli,2968.0,3.0,0.0,225.0,3.0
Yelahanka,1519.0,2.0,3.0,65.0,2.0
Hosur Road,1345.0,2.0,2.0,106.0,2.0
Dodsworth Layout,1594.0,3.0,2.0,99.0,3.0
Kaverappa Layout,1250.0,2.0,1.0,68.0,2.0
Haralur Road,1056.0,2.0,1.0,60.0,2.0
Whitefield,1200.0,3.0,1.0,68.4,3.0
Kothnur Narayanapura,1290.0,1.0,0.0,77.5,2.0
Amruthnagar,1150.0,2.0,1.0,48.0,2.0
Ambedkar Colony,1464.0,2.0,1.0,145.0,2.0
Anekal,1200.0,2.0,1.0,36.0,4.0
Gollarapalya Hosahalli,861.0,2.0,0.0,36.5,2.0
Kundalahalli,1047.0,2.0,1.0,82.62,2.0
Lakshmipura,1200.0,2.0,0.0,75.0,2.0
Hongasandra,1065.0,2.0,1.0,45.0,2.0
Rajaji Nagar,2300.0,3.0,3.0,369.0,3.0
Ramamurthy Nagar,1000.0,2.0,1.0,62.0,2.0
Lingadheeranahalli,1682.0,3.0,1.0,113.0,3.0
Harlur,1756.0,3.0,2.0,131.0,3.0
Vittasandra,1238.0,2.0,1.0,67.32,2.0
Dasanapura,814.0,2.0,1.0,42.0,2.0
Dodda Nekkundi,1145.0,2.0,1.0,46.5,2.0
Varthur,965.0,2.0,1.0,34.0,2.0
Doddabele,750.0,2.0,1.0,36.0,2.0
Banashankari,1300.0,2.0,2.0,55.0,3.0
1st Phase JP Nagar,1590.0,3.0,3.0,131.0,3.0
Begur Road,644.0,1.0,1.0,40.0,1.0
Whitefield,982.0,2.0,1.0,37.0,2.0
Indira Nagar,1260.0,2.0,2.0,100.0,2.0
Rayasandra,1555.0,3.0,2.0,75.17,3.0
Race Course Road,2500.0,4.0,1.0,450.0,4.0
Kaggadasapura,1225.0,2.0,2.0,48.0,2.0
Electronics City Phase 1,1085.0,2.0,1.0,46.0,2.0
Rajaji Nagar,1640.0,3.0,2.0,220.0,3.0
Thanisandra,1595.0,3.0,1.0,110.0,3.0
Raja Rajeshwari Nagar,1196.0,2.0,2.0,40.44,2.0
Yelahanka,1859.0,3.0,1.0,108.0,3.0
9th Phase JP Nagar,1079.0,2.0,1.0,60.0,2.0
Shivaji Nagar,550.0,1.0,1.0,27.0,2.0
Whitefield,1118.0,2.0,1.0,42.0,2.0
CV Raman Nagar,1198.0,2.0,2.0,60.0,2.0
Chandapura,1162.5,3.0,0.0,30.215,3.0
Banashankari Stage VI,1160.0,2.0,1.0,59.0,2.0
Srirampuram,1485.0,2.0,1.0,156.0,3.0
Ejipura,2070.0,3.0,3.0,135.0,3.0
Kannamangala,957.0,2.0,0.0,52.5,2.0
Basaveshwara Nagar,2400.0,4.0,1.0,310.0,5.0
Bannerghatta Road,1268.0,2.0,1.0,69.0,2.0
Bannerghatta Road,1450.0,2.0,2.0,87.0,3.0
Manorayana Palya,1600.0,2.0,2.0,75.0,3.0
Uttarahalli,1330.0,2.0,1.0,57.0,3.0
Jakkur,1355.0,2.0,2.0,65.0,3.0
Horamavu Banaswadi,1272.0,2.0,2.0,51.5,2.0
Abbaiah Reddy Layout,1100.0,2.0,1.0,38.49,2.0
Sarjapur  Road,1220.0,3.0,2.0,58.0,3.0
Chikkalasandra,1075.0,2.0,1.0,46.76,2.0
Lingarajapuram,800.0,2.0,1.0,55.0,2.0
Vasanthapura,995.0,2.0,1.0,34.82,2.0
Vasantha Vallabha Nagar,900.0,1.0,1.0,44.0,2.0
Haralur Road,1140.0,2.0,1.0,42.0,2.0
Ganga Nagar,1480.0,2.0,2.0,125.0,3.0
Padmanabhanagar,1710.0,2.0,2.0,90.63,3.0
Talaghattapura,2106.0,3.0,3.0,148.0,3.0
Yeshwanthpur,2400.0,6.0,0.0,270.0,9.0
Sadahalli,3800.0,2.0,0.0,130.0,3.0
Vajarahalli,800.0,3.0,2.0,120.0,3.0
Marathahalli,1602.0,2.0,0.0,104.0,2.0
Sarjapur  Road,1660.0,2.0,2.0,116.0,3.0
Electronic City Phase II,1549.0,3.0,2.0,80.0,3.0
Marathahalli,700.0,1.0,1.0,38.0,1.0
Balagere,1012.0,2.0,1.0,64.0,2.0
Marathahalli,1469.0,3.0,1.0,89.0,3.0
Whitefield,1216.0,2.0,1.0,69.0,2.0
Electronic City Phase II,1065.0,2.0,1.0,56.13,2.0
Thanisandra,1411.0,3.0,1.0,93.15,3.0
Pai Layout,1400.0,2.0,2.0,57.5,2.0
Haralur Road,1245.0,2.0,3.0,62.0,2.0
Choodasandra,1115.0,2.0,1.0,50.0,2.0
Vidyaranyapura,1000.0,2.0,1.0,35.0,2.0
Panathur,1580.0,3.0,0.0,71.89,3.0
Subramanyapura,1800.0,3.0,2.0,90.0,3.0
Mathikere,1500.0,2.0,2.0,130.0,2.0
Chandapura,645.0,1.0,1.0,16.45,1.0
Kothannur,1275.0,3.0,2.0,44.0,3.0
Kasavanhalli,1494.0,3.0,2.0,82.0,3.0
Bhoganhalli,1949.0,3.0,2.0,129.0,3.0
BTM Layout,1020.0,2.0,1.0,46.5,2.0
Mysore Road,883.0,2.0,1.0,45.0,2.0
Old Airport Road,3200.0,4.0,0.0,280.0,4.0
Anand nagar,2010.0,3.0,3.0,125.0,3.0
Yeshwanthpur,1240.0,2.0,2.0,80.0,2.0
6th Phase JP Nagar,1213.0,2.0,1.0,63.0,2.0
Hegde Nagar,1835.0,3.0,3.0,88.0,3.0
Bannerghatta Road,2932.0,5.0,0.0,195.0,4.0
Whitefield,3425.0,5.0,2.0,250.0,4.0
Gottigere,945.0,2.0,0.0,45.0,2.0
Sathya Layout,1504.0,2.0,2.0,100.0,3.0
Lakshminarayana Pura,1569.0,3.0,2.0,150.0,3.0
Harlur,1755.0,3.0,2.0,130.0,3.0
Vijayanagar,1760.0,3.0,0.0,140.0,3.0
Hoodi,1240.0,2.0,3.0,43.94,2.0
Electronics City Phase 1,1450.0,3.0,2.0,72.54,3.0
5th Phase JP Nagar,1000.0,2.0,0.0,48.0,2.0
Shivaji Nagar,3820.0,1.0,1.0,306.0,1.0
Thyagaraja Nagar,2000.0,4.0,2.0,145.0,5.0
Choodasandra,1215.0,2.0,2.0,59.0,2.0
Yelachenahalli,1330.0,3.0,3.0,73.5,3.0
Raja Rajeshwari Nagar,1178.0,2.0,1.0,75.0,2.0
Shree Ananth Nagar Layout,2040.0,2.0,2.0,59.0,2.0
Bellandur,2000.0,3.0,2.0,85.0,3.0
Shanti Nagar,1602.0,2.0,1.0,165.0,3.0
Parappana Agrahara,1194.0,2.0,2.0,46.0,2.0
Jayamahal,1800.0,3.0,1.0,220.0,3.0
Dasarahalli,2400.0,2.0,1.0,152.0,3.0
Sarjapur  Road,1700.0,3.0,3.0,108.0,3.0
Jigani,1200.0,3.0,2.0,65.0,3.0
Veer Sandra,1500.0,3.0,0.0,72.0,3.0
Karuna Nagar,1240.0,3.0,2.0,165.0,3.0
Whitefield,3000.0,3.0,2.0,400.0,3.0
Kanakpura Road,1737.0,3.0,3.0,85.0,3.0
TC Palaya,900.0,2.0,0.0,55.0,2.0
Chennappa Layout,1280.0,2.0,1.0,48.0,3.0
CV Raman Nagar,1560.0,2.0,2.0,85.0,2.0
Kambipura,883.0,2.0,1.0,44.0,2.0
Kengeri Satellite Town,750.0,2.0,1.0,33.0,2.0
Brookefield,2400.0,3.0,3.0,140.0,4.0
Bhuvaneshwari Nagar,900.0,2.0,1.0,45.0,2.0
Hormavu,1030.0,2.0,1.0,49.35,2.0
7th Phase JP Nagar,1850.0,3.0,2.0,155.0,3.0
Hennur Road,1831.0,3.0,1.0,110.0,3.0
Raja Rajeshwari Nagar 5th Stage,1095.0,2.0,1.0,38.33,2.0
Electronic City Phase II,1320.0,2.0,1.0,38.13,3.0
Sarjapur  Road,1272.5,2.0,0.0,40.72,3.0
7th Phase JP Nagar,1000.0,2.0,1.0,61.0,2.0
Budigere,1820.0,3.0,2.0,85.4,3.0
Bisuvanahalli,1075.0,2.0,1.0,41.0,3.0
TC Palaya,1500.0,3.0,0.0,83.0,3.0
Electronics City Phase 1,360.0,1.0,0.0,16.9,1.0
Kadugodi,925.0,1.0,0.0,40.7,1.0
Electronic City,1140.0,2.0,1.0,70.93,2.0
Chennammana Kere,1145.0,2.0,2.0,58.4,2.0
RMV Extension Stage 2,1862.0,3.0,3.0,120.0,3.0
 Devarachikkanahalli,947.0,2.0,2.0,43.0,2.0
Kalena Agrahara,1120.0,2.0,2.0,40.0,2.0
Sadanand Nagar,2700.0,3.0,3.0,200.0,3.0
Kaggadasapura,1805.0,2.0,2.0,75.0,3.0
Basavangudi,1100.0,2.0,3.0,93.0,2.0
Bommenahalli,1355.0,3.0,0.0,135.0,4.0
"Whietfield, ",1677.0,3.0,2.0,98.0,3.0
Hosapalya,2500.0,8.0,3.0,95.0,8.0
Uttarahalli,1560.0,3.0,3.0,74.0,3.0
Arekere,2060.0,3.0,2.0,150.0,3.0
Koramangala,1716.0,2.0,0.0,115.0,3.0
Harlur,1864.0,3.0,1.0,140.0,3.0
Electronics City Phase 1,638.0,1.0,1.0,32.0,1.0
Chandapura,937.0,2.0,1.0,30.0,2.0
Hennur Gardens,1490.0,2.0,1.0,115.0,3.0
Whitefield,1100.0,2.0,1.0,37.0,2.0
Thigalarapalya,1000.0,2.0,2.0,48.53,2.0
Horamavu Agara,1060.0,2.0,1.0,37.0,2.0
Kundalahalli,1047.0,2.0,1.0,91.0,2.0
Basaveshwara Nagar,1200.0,2.0,2.0,80.0,2.0
Akshaya Nagar,1420.0,2.0,2.0,75.0,3.0
Sarjapur  Road,1539.0,3.0,0.0,85.0,3.0
Tejaswini Nagar,1550.0,3.0,1.0,59.0,3.0
Kasavanhalli,1555.0,3.0,3.0,82.0,3.0
Seegehalli,1553.0,3.0,3.0,68.0,3.0
Electronic City Phase II,920.0,2.0,2.0,26.0,2.0
Jeevan bima nagar,1740.0,3.0,3.0,120.0,3.0
OMBR Layout,1855.0,3.0,2.0,145.0,3.0
Kundalahalli,1724.0,3.0,1.0,146.0,3.0
B Narayanapura,1020.0,2.0,2.0,60.0,2.0
Uttarahalli,1250.0,2.0,1.0,50.0,3.0
Sanjay nagar,1450.0,3.0,2.0,75.0,3.0
Thubarahalli,1200.0,2.0,2.0,80.0,2.0
Haralur Road,1140.0,2.0,2.0,58.0,2.0
Basava Nagar,550.0,1.0,1.0,16.0,1.0
Bannerghatta Road,1450.0,3.0,1.0,44.0,3.0
Kanakpura Road,700.0,2.0,1.0,35.07,2.0
Whitefield,1200.0,3.0,1.0,56.0,3.0
Yelahanka,1050.0,2.0,1.0,45.0,2.0
Somasundara Palya,1600.0,3.0,3.0,69.0,3.0
Bannerghatta Road,1625.0,2.0,3.0,75.0,3.0
Volagerekallahalli,1492.0,2.0,2.0,65.0,2.0
Whitefield,2856.0,5.0,0.0,157.5,4.0
Sarjapur  Road,1489.0,2.0,3.0,82.0,3.0
Kanakapura,1560.0,2.0,2.0,62.38,3.0
Haralur Road,1140.0,2.0,2.0,42.0,2.0
Lavakusha Nagar,1431.0,3.0,2.0,65.0,3.0
Lingadheeranahalli,1682.0,3.0,1.0,114.0,3.0
Panathur,1198.0,2.0,1.0,86.26,2.0
Outer Ring Road East,3664.0,3.0,2.0,325.0,3.0
Sarjapur  Road,1550.0,2.0,2.0,69.75,3.0
Kodichikkanahalli,1026.0,2.0,1.0,45.0,2.0
Hennur,1260.0,2.0,2.0,52.0,3.0
Singanayakanahalli,690.0,2.0,0.0,42.0,2.0
Sarjapur  Road,539.0,1.0,1.0,45.0,1.0
Attibele,2400.0,3.0,3.0,120.0,3.0
Thubarahalli,1200.0,2.0,2.0,79.55,2.0
Kundalahalli,2500.0,5.0,2.0,350.0,4.0
Sarjapur  Road,1186.0,2.0,2.0,40.0,3.0
Thanisandra,1039.0,2.0,2.0,39.5,2.0
Malleshwaram,2520.0,3.0,2.0,150.0,3.0
Brookefield,1225.0,2.0,2.0,66.5,2.0
Bommanahalli,1350.0,2.0,2.0,72.0,2.0
Whitefield,1550.0,2.0,2.0,49.6,3.0
Hoodi,1490.0,3.0,2.0,79.0,3.0
Brindavan Nagar,1520.0,3.0,2.0,111.0,3.0
Dena Bank Colony,1391.0,2.0,3.0,64.5,3.0
Rachenahalli,1200.0,2.0,2.0,50.0,2.0
1st Block HBR Layout,2500.0,6.0,3.0,500.0,5.0
Yelahanka,1322.0,2.0,2.0,80.0,2.0
Whitefield,2173.0,3.0,2.0,128.0,3.0
Sarjapur  Road,1200.0,2.0,2.0,75.0,2.0
Thubarahalli,1200.0,2.0,2.0,47.0,2.0
Mysore Road,1170.0,2.0,2.0,65.0,2.0
NRI Layout,1125.0,2.0,2.0,45.56,2.0
Devanahalli,698.5,1.0,0.0,28.57,1.0
Seetharampalya,1250.0,2.0,2.0,90.0,2.0
Chandapura,1025.0,2.0,2.0,27.68,2.0
Yelahanka,1075.0,2.0,2.0,36.0,3.0
High grounds,1900.0,2.0,2.0,190.0,3.0
Whitefield,1435.0,3.0,2.0,45.0,3.0
Electronics City Phase 1,1175.0,2.0,2.0,64.98,2.0
KUDLU MAIN ROAD,1464.0,3.0,2.0,56.0,3.0
Doddabidrakallu,900.0,2.0,1.0,33.0,2.0
Electronics City Phase 1,585.0,1.0,1.0,21.0,1.0
Jigani,3170.0,5.0,2.0,230.0,4.0
Shanti Nagar,1602.0,2.0,1.0,170.0,3.0
Thanisandra,1220.0,2.0,2.0,42.0,2.0
Rajaji Nagar,2500.0,3.0,3.0,350.0,3.0
Sarjapur  Road,2145.0,3.0,3.0,180.0,3.0
Bannerghatta Road,960.0,2.0,3.0,58.0,2.0
NGR Layout,907.0,1.0,1.0,38.0,1.0
Old Madras Road,1210.0,2.0,1.0,74.0,2.0
Jnana Ganga Nagar,1230.0,2.0,2.0,70.0,2.0
5th Phase JP Nagar,1350.0,2.0,1.0,75.0,3.0
Kenchenahalli,1150.0,2.0,2.0,58.0,2.0
Sarjapur,1404.0,2.0,0.0,53.35,3.0
OMBR Layout,1050.0,2.0,3.0,48.0,2.0
Yelahanka,1285.0,2.0,2.0,56.0,2.0
Hormavu,1018.0,2.0,1.0,50.8,2.0
Hoskote,1200.0,3.0,2.0,57.0,3.0
Sarjapur  Road,1115.0,2.0,2.0,50.0,2.0
Ejipura,1600.0,3.0,3.0,95.0,3.0
9th Phase JP Nagar,1480.0,2.0,1.0,80.0,2.0
Kodichikkanahalli,2500.0,7.0,0.0,125.0,5.0
Kaval Byrasandra,480.0,1.0,1.0,25.0,1.0
Akshaya Nagar,1435.0,3.0,3.0,53.0,3.0
Lingarajapuram,450.0,1.0,2.0,60.0,1.0
Austin Town,600.0,2.0,0.0,23.0,1.0
CV Raman Nagar,1590.0,2.0,3.0,85.0,3.0
Nagavara,936.0,2.0,0.0,40.2,2.0
Banashankari,1181.0,2.0,1.0,75.0,2.0
Kengeri,1741.0,3.0,2.0,80.0,3.0
JP Nagar,1750.0,3.0,1.0,123.0,3.0
Varthur Road,1050.0,2.0,2.0,42.7,2.0
Tumkur Road,1027.0,2.0,1.0,60.0,2.0
Geleyara Balaga Layout,596.0,2.0,1.0,22.0,2.0
Dollar Scheme Colony,3463.0,6.0,0.0,310.0,4.0
Sector 2 HSR Layout,1600.0,3.0,2.0,70.0,3.0
Hebbal,2790.0,5.0,3.0,198.0,4.0
Sahakara Nagar,1000.0,2.0,1.0,60.0,2.0
Varthur,1120.0,2.0,2.0,44.24,2.0
Jinkethimmanahalli,1200.0,2.0,0.0,85.0,2.0
Kothnoor Dinne,1200.0,2.0,2.0,35.0,2.0
Kasturi Nagar,1570.0,3.0,2.0,110.0,3.0
Koramangala,1500.0,3.0,1.0,135.0,3.0
Frazer Town,1315.0,2.0,2.0,140.0,2.0
Electronic City Phase II,1140.0,2.0,1.0,33.84,2.0
Banashankari,1105.0,2.0,2.0,90.0,2.0
Electronic City,1200.0,2.0,1.0,34.65,2.0
Whitefield,905.0,1.0,1.0,62.0,1.0
HSR Layout,2400.0,4.0,0.0,350.0,4.0
Kudlu Gate,1185.0,2.0,1.0,50.0,2.0
Koramangala,1083.0,2.0,1.0,100.0,2.0
Rayasandra,1458.0,3.0,2.0,60.0,3.0
Hormavu,1555.0,3.0,2.0,75.0,3.0
Devi Nagar,1200.0,2.0,2.0,45.0,2.0
Sarjapur  Road,1308.0,2.0,1.0,58.86,2.0
Kudlu,1024.0,2.0,2.0,44.0,2.0
Parappana Agrahara,1194.0,2.0,2.0,47.0,2.0
Kanakapura,1450.0,3.0,1.0,75.0,3.0
Seegehalli,1639.0,3.0,3.0,120.0,3.0
Whitefield,1870.0,3.0,2.0,138.0,3.0
Hennur Road,1232.0,2.0,1.0,87.0,2.0
Kasavanhalli,1719.0,3.0,1.0,184.0,3.0
Chandapura,975.0,2.0,1.0,24.86,2.0
New Gurappana Palya,2000.0,4.0,0.0,130.0,3.0
Jakkur,1230.0,2.0,1.0,79.0,2.0
KR Puram,1076.0,2.0,2.0,67.0,2.0
Kumaraswami Layout,2400.0,7.0,1.0,125.0,7.0
Vasanthpura,995.0,2.0,2.0,34.82,3.0
Kodigehaali,2120.0,3.0,2.0,177.0,3.0
Kasthuri Nagar East Of NGEF,2400.0,7.0,0.0,460.0,6.0
Electronic City,1096.0,2.0,2.0,40.55,2.0
Horamavu Agara,1107.83,2.0,1.0,41.51,2.0
Chamrajpet,505.0,1.0,0.0,85.0,1.0
Sarjapur  Road,1320.0,2.0,2.0,115.0,2.0
8th Phase JP Nagar,1431.5,3.0,0.0,72.02,3.0
Whitefield,1320.0,2.0,1.0,99.26,2.0
Whitefield,2901.0,4.0,2.0,190.0,3.0
GM Palaya,1315.0,2.0,2.0,65.0,3.0
VGP Layout,1000.0,2.0,1.0,44.0,2.0
Hosakerehalli,1596.0,3.0,3.0,79.8,3.0
Bannerghatta Road,1750.0,3.0,0.0,130.0,3.0
Whitefield,2403.0,4.0,2.0,270.0,4.0
Old Madras Road,1350.0,3.0,2.0,47.25,3.0
"TR Mill Road, Chamarajpet",1175.0,2.0,2.0,79.0,2.0
Talaghattapura,921.0,2.0,1.0,29.47,2.0
Sultan Palaya,1713.0,3.0,3.0,125.0,3.0
Ittamadu,1200.0,2.0,0.0,43.0,2.0
Kudlu Gate,1664.0,3.0,2.0,68.0,3.0
Binny Pete,1795.0,3.0,2.0,139.0,3.0
Kereguddadahalli,600.0,1.0,1.0,19.5,1.0
Hoodi,1240.0,2.0,3.0,65.0,2.0
Electronics City Phase 1,1200.0,2.0,2.0,59.76,2.0
Ganga Nagar,1112.0,2.0,3.0,68.0,2.0
Mahadevpura,1136.0,2.0,3.0,64.5,2.0
Jigani,914.0,2.0,2.0,55.0,2.0
Poorna Pragna Layout,1270.0,2.0,1.0,50.79,3.0
Rachenahalli,1050.0,2.0,2.0,47.25,2.0
Marathahalli,1385.0,2.0,2.0,68.5,3.0
Medahalli,990.0,2.0,3.0,35.0,2.0
Yelahanka,845.0,2.0,2.0,43.0,2.0
Whitefield,1485.0,2.0,1.0,96.51,2.0
